136.8151,3
137.1796,1
137.3783,1
137.5771,1
137.6931,2
138.0249,0
138.2398,0
138.4552,0
138.5546,2
138.9356,2
139.1675,2
139.3829,2
139.4823,3
139.8468,4
140.0456,2
140.3769,4
140.7248,4
140.907,3
141.2384,2
141.5697,0
141.752,0
142.133,1
142.4809,2
142.6797,3
143.0448,4
143.3755,2
143.6074,4
143.8231,4
143.9388,2
144.2701,2
144.4854,3
144.7339,2
144.8333,1
145.1318,1
145.3469,0
145.6451,0
145.7449,1
146.0096,1
146.192,2
146.5895,3
146.9042,2
147.1196,4
147.4675,3
147.832,2
148.0307,1
148.3455,0
148.7266,1
148.9419,2
149.2732,3
149.6046,2
149.8033,4
150.4991,4
150.7311,4
150.9631,4
151.046,3
151.3775,2
151.5925,3
151.8411,2
151.9076,1
152.2552,0
152.454,0
152.686,0
152.7688,1
153.1498,2
153.3652,3
153.6965,2
154.0775,4
154.2929,2
154.5083,3
154.6077,2
154.94,0
155.1378,0
155.3532,0
155.4692,2
155.817,2
156.049,3
156.2809,2
156.3803,4
156.7117,4
156.9436,3
157.2086,3
157.308,1
157.6559,1
157.8552,1
158.037,1
158.153,2
158.5009,2
158.7334,3
158.9482,2
159.0475,4
159.3954,2
159.6108,4
159.8593,0
159.9587,2
160.3066,2
160.5057,3
160.7374,2
160.8206,3
161.1515,2
161.3835,4
161.5822,4
161.6651,2
162.0627,2
162.2615,3
162.593,2
162.9407,2
163.1561,1
163.3889,2
163.5706,1
163.8353,2
164.0341,3
164.498,2
164.7299,4
164.9453,0
165.2435,0
165.5917,0
165.8067,2
166.1381,2
166.5191,2
166.983,0
167.4137,0
167.7451,0
167.8445,1
168.325,2
168.5071,3
168.8554,4
169.1864,4
169.584,3
170.0314,0
170.2466,0
170.4713,0
170.554,1
170.8853,3
171.3493,2
171.7964,4
172.0118,3
172.3597,2
172.7242,1
173.1549,0
173.6519,0
173.8341,1
174.2814,2
174.4968,3
174.9276,4
175.3748,2
177.1972,0
177.396,1
177.7107,2
178.0256,3
178.4398,4
178.9864,4
179.1686,4
179.384,4
179.4668,3
179.8313,2
180.0466,2
180.2785,2
180.3448,1
180.6596,0
180.875,0
181.0903,0
181.1897,1
181.5376,2
181.8524,2
181.9518,3
182.4819,4
182.6974,1
182.9127,3
183.0121,1
183.36,0
183.5588,0
183.7907,0
183.8737,1
184.2711,2
184.4865,3
184.7847,2
185.1492,4
185.4971,4
185.5633,3
186.0275,2
186.2746,3
186.5887,2
186.9532,2
187.1685,1
187.4005,0
187.8809,1
188.0963,2
188.5104,3
188.7258,2
189.1565,4
189.5873,2
189.8026,3
190.0349,2
190.1174,3
190.4819,2
190.7138,4
190.9292,2
191.0287,4
191.3599,2
191.5753,3
191.8403,0
191.9564,2
192.3042,2
192.503,0
192.7351,2
192.8345,0
193.1822,1
193.3976,3
193.6792,2
194.0603,4
194.491,4
194.9549,3
195.3526,1
195.7832,1
196.2139,0
196.6281,0
196.8766,1
197.2245,2
197.5727,3
198.0197,4
198.5001,4
198.6989,3
199.0139,1
199.345,0
199.7592,0
200.2396,2
200.455,3
200.7863,2
201.168,4
201.5485,1
202.0785,1
202.2939,2
202.6087,3
202.94,2
203.3707,4
203.8346,4
204.0334,4
204.2488,4
204.3482,3
204.6964,1
204.928,3
205.2096,1
205.2925,3
205.6075,1
205.8397,4
206.0713,0
206.1539,3
206.4687,1
206.8166,4
206.8994,1
207.3799,4
207.5952,1
207.8272,3
207.91,1
208.2745,0
208.4733,0
208.7218,0
208.8049,1
209.1691,2
209.3849,3
209.5998,2
209.6992,4
210.0305,4
210.2956,4
210.3951,3
210.8921,1
211.1239,3
211.4718,0
211.8032,0
212.0185,1
212.2339,2
212.7309,3
212.9297,2
213.3939,4
213.5924,2
214.0562,3
214.4704,1
221.5609,4
221.7929,3
222.2736,1
222.704,0
225.1228,0
225.3547,0
225.802,1
226.2659,2
228.7012,1
228.9331,4
229.3809,3
229.5958,1
230.0432,0
230.2584,1
232.2796,4
232.4952,3
232.9257,1
233.1576,2
233.6215,0
233.8865,2
